"t","x","p","s","c","i","z"
"2021-03-17T19:11:49.879Z","D",93.77,1,"["" "",""I""]",71692740276793,"B"
"2021-03-17T19:11:50.012529152Z","P",93.8,1,"["" "",""I""]",52983543247681,"B"
"2021-03-17T19:11:51.905Z","D",93.8125,1,"["" "",""I""]",79372476958770,"B"
"2021-03-17T19:11:53.907Z","D",93.86,1,"["" "",""I""]",71692740342870,"B"
"2021-03-17T19:11:56.172Z","D",93.835,100,"["" ""]",71692740352084,"B"
"2021-03-17T19:11:56.172Z","D",93.835,200,"["" ""]",71692740352083,"B"
"2021-03-17T19:11:56.172Z","D",93.835,200,"["" ""]",71692740352082,"B"
"2021-03-17T19:11:56.174268165Z","T",93.835,100,"["" ""]",62879986764891,"B"
"2021-03-17T19:11:56.185Z","D",93.77,100,"["" ""]",71692740352087,"B"
"2021-03-17T19:11:56.186273024Z","P",93.77,100,"["" "",""F""]",52983543247689,"B"
"2021-03-17T19:11:56.186273024Z","P",93.77,100,"["" "",""F""]",52983543247688,"B"
"2021-03-17T19:11:56.18628352Z","N",93.77,100,"["" "",""F""]",52983526278726,"B"
"2021-03-17T19:11:56.188Z","D",93.77,75,"["" "",""I""]",71692740352307,"B"
"2021-03-17T19:11:56.188Z","D",93.77,100,"["" ""]",71692740352306,"B"
"2021-03-17T19:11:56.188Z","D",93.77,100,"["" ""]",71692740352090,"B"
"2021-03-17T19:11:56.188Z","D",93.77,125,"["" ""]",71692740352304,"B"
"2021-03-17T19:11:56.832004737Z","V",93.75,1,"["" "",""I""]",56393866031992,"B"
"2021-03-17T19:11:57.427Z","D",93.6476,3,"["" "",""I""]",71692740412739,"B"
"2021-03-17T19:11:57.814Z","D",93.74,100,"["" ""]",71692740413522,"B"
"2021-03-17T19:11:59.479Z","D",93.745,1,"["" "",""I""]",71692740472886,"B"
"2021-03-17T19:12:02.639Z","D",93.77,5,"["" "",""I""]",71692740483417,"B"
"2021-03-17T19:12:04.120194771Z","T",93.86,25,"["" "",""I""]",62879986891079,"B"
"2021-03-17T19:12:04.120194771Z","T",93.86,75,"["" "",""I""]",62879986891078,"B"
"2021-03-17T19:12:04.120255232Z","P",93.84,75,"["" "",""I""]",52983543247922,"B"
"2021-03-17T19:12:04.120255232Z","P",93.77,75,"["" "",""I""]",52983543247920,"B"
"2021-03-17T19:12:04.120255232Z","P",93.84,50,"["" "",""I""]",52983543247921,"B"
"2021-03-17T19:12:04.120359Z","Z",93.86,10,"["" "",""I""]",52983525760361,"B"
"2021-03-17T19:12:04.120359Z","Z",93.85,90,"["" "",""I""]",52983525760360,"B"
"2021-03-17T19:12:04.120438Z","Z",93.86,90,"["" "",""I""]",52983525760362,"B"
"2021-03-17T19:12:04.120438Z","Z",93.86,10,"["" "",""I""]",52983525760363,"B"
"2021-03-17T19:12:04.135Z","D",93.78,100,"["" ""]",71692740545348,"B"
"2021-03-17T19:12:04.138347753Z","V",93.78,3,"["" "",""I""]",56393998953577,"B"
"2021-03-17T19:12:04.812Z","D",93.63,1,"["" "",""I""]",71692740604984,"B"
"2021-03-17T19:12:11.385Z","D",93.75,25,"["" "",""I""]",71692740736834,"B"
"2021-03-17T19:12:12.554527Z","K",93.8,8,"["" "",""F"",""I""]",52983525890353,"B"
"2021-03-17T19:12:13.858Z","D",93.777,500,"["" ""]",71692740801601,"B"
"2021-03-17T19:12:14.581Z","D",93.6901,50,"["" "",""I""]",71692740805430,"B"
"2021-03-17T19:12:16.223Z","D",93.7,1,"["" "",""I""]",71692740811354,"B"
"2021-03-17T19:12:16.709535488Z","N",93.77,100,"["" ""]",52983526278742,"B"
"2021-03-17T19:12:16.709535488Z","N",93.76,100,"["" ""]",52983526278960,"B"
"2021-03-17T19:12:16.713Z","D",93.73,100,"["" ""]",71692740866122,"B"
"2021-03-17T19:12:16.713Z","D",93.74,75,"["" "",""I""]",71692740866115,"B"
"2021-03-17T19:12:16.713Z","D",93.73,25,"["" "",""I""]",71692740866121,"B"
"2021-03-17T19:12:16.81Z","D",93.71,50,"["" "",""I""]",71692740866375,"B"
"2021-03-17T19:12:16.81Z","D",93.71,100,"["" ""]",71692740866376,"B"
"2021-03-17T19:12:16.81Z","D",93.73,75,"["" "",""I""]",71692740866374,"B"
"2021-03-17T19:12:16.81Z","D",93.74,75,"["" "",""I""]",71692740866373,"B"
"2021-03-17T19:12:16.988Z","D",93.71,100,"["" ""]",71692740866890,"B"
"2021-03-17T19:12:21.603Z","D",93.8,100,"["" ""]",71692754896971,"B"
"2021-03-17T19:12:27.123Z","D",93.73,138,"["" ""]",71675240854339,"B"
"2021-03-17T19:12:39.255Z","D",93.76,20,"["" "",""I""]",71692755286084,"B"
"2021-03-17T19:12:40.108Z","D",93.66,1,"["" "",""I""]",71692755291193,"B"
"2021-03-17T19:12:40.935Z","D",93.76,5,"["" "",""I""]",71692755292248,"B"
"2021-03-17T19:12:43.204Z","D",93.7245,1,"["" "",""I""]",79372477157704,"B"
"2021-03-17T19:12:45.179Z","D",93.86,5,"["" "",""I""]",71692755415878,"B"
"2021-03-17T19:12:47.766947Z","K",93.76,100,"["" ""]",52983525890646,"B"
"2021-03-17T19:12:52.261022Z","K",93.7,15,"["" "",""I""]",52983525890667,"B"
"2021-03-17T19:12:52.261220096Z","P",93.7,1,"["" "",""I""]",52983543248948,"B"
"2021-03-17T19:12:52.261220096Z","P",93.7,10,"["" "",""I""]",52983543248949,"B"
"2021-03-17T19:12:52.261745012Z","T",93.65,50,"["" "",""I""]",62879987485546,"B"
"2021-03-17T19:12:52.261778917Z","T",93.65,36,"["" "",""F"",""I""]",62879987485547,"B"
"2021-03-17T19:12:52.261824498Z","T",93.65,14,"["" "",""F"",""I""]",62879987485548,"B"
"2021-03-17T19:12:52.262010624Z","N",93.65,1,"["" "",""F"",""I""]",52983526278989,"B"
"2021-03-17T19:12:52.674Z","D",93.56,1,"["" "",""I""]",71692756074804,"B"
"2021-03-17T19:12:52.802Z","D",93.5976,1,"["" "",""I""]",71692756070744,"B"
"2021-03-17T19:12:55.149Z","D",93.5987,300,"["" ""]",71692756080710,"B"
"2021-03-17T19:12:55.155Z","D",93.58,300,"["" ""]",71692756080714,"B"
"2021-03-17T19:13:02.207748352Z","P",93.65,40,"["" "",""I""]",52983543248973,"B"
"2021-03-17T19:13:11.456Z","D",93.75,10,"["" "",""I""]",71692756473943,"B"
"2021-03-17T19:13:18.226Z","D",93.615,100,"["" ""]",71692756661066,"B"
"2021-03-17T19:13:18.226036853Z","T",93.61,100,"["" "",""F""]",62879987821127,"B"
"2021-03-17T19:13:18.226065583Z","X",93.62,100,"["" "",""F""]",62879164152634,"B"
"2021-03-17T19:13:18.226199988Z","V",93.63,100,"["" ""]",56398297063505,"B"
"2021-03-17T19:13:18.918Z","D",93.61,3,"["" "",""I""]",71692756664888,"B"
"2021-03-17T19:13:20.331Z","D",93.61,1,"["" "",""I""]",71692756668502,"B"
"2021-03-17T19:13:32.306Z","D",93.6,1,"["" "",""I""]",71692756922946,"B"
"2021-03-17T19:13:32.415Z","D",93.626,1,"["" "",""I""]",71692756922675,"B"
"2021-03-17T19:13:34.545Z","D",93.61,50,"["" "",""I""]",71675240855631,"B"
"2021-03-17T19:13:35.727Z","D",93.71,2,"["" "",""I""]",71692756932424,"B"
"2021-03-17T19:13:40.343Z","D",93.81,25,"["" "",""I""]",71692757055281,"B"
"2021-03-17T19:13:43.643512576Z","N",93.63,6,"["" "",""I""]",52983526279251,"B"
"2021-03-17T19:13:43.734314Z","Z",93.64,100,"["" ""]",52983525761642,"B"
"2021-03-17T19:13:43.817289472Z","P",93.63,50,"["" "",""I""]",52983543251524,"B"
"2021-03-17T19:13:44.176Z","D",93.72,100,"["" ""]",71692757123637,"B"
"2021-03-17T19:13:44.186Z","D",93.62,20,"["" "",""I""]",71692757123649,"B"
"2021-03-17T19:13:44.187815Z","K",93.62,110,"["" "",""F""]",52983525891640,"B"
"2021-03-17T19:13:44.215Z","D",93.665,100,"["" ""]",71692757123661,"B"
"2021-03-17T19:13:44.215Z","D",93.665,100,"["" ""]",71692757123663,"B"
"2021-03-17T19:13:48.498Z","D",93.57,5,"["" "",""I""]",71692757191241,"B"
"2021-03-17T19:13:52.951662Z","Y",93.59,75,"["" "",""I""]",52983525238345,"B"
"2021-03-17T19:13:53.06Z","D",93.57,40,"["" "",""I""]",71692757315672,"B"
"2021-03-17T19:13:53.060460619Z","X",93.57,100,"["" "",""F""]",62879164156213,"B"
"2021-03-17T19:13:55.010820685Z","T",93.69,100,"["" ""]",62879988202349,"B"
"2021-03-17T19:13:57.556Z","D",93.7908,2,"["" "",""I""]",71692757389138,"B"
"2021-03-17T19:13:59.348Z","D",93.56,1,"["" "",""I""]",71692757451096,"B"
"2021-03-17T19:14:00.604Z","D",93.5601,5,"["" "",""I""]",79372477483607,"B"
"2021-03-17T19:14:02.46802304Z","P",93.8,33,"["" "",""I""]",52983543252023,"B"
"2021-03-17T19:14:04.102Z","D",93.79,34,"["" "",""I""]",71692757582925,"B"
"2021-03-17T19:14:06.253Z","D",93.7699,1,"["" "",""I""]",71692757648708,"B"
"2021-03-17T19:14:06.588Z","D",93.5801,20,"["" "",""I""]",79372477542467,"B"
"2021-03-17T19:14:07.987016704Z","P",93.62,18,"["" "",""I""]",52983543252046,"B"
"2021-03-17T19:14:07.987016704Z","P",93.62,50,"["" "",""I""]",52983543252045,"B"
"2021-03-17T19:14:08.054Z","D",93.69,8,"["" "",""I""]",71692757653584,"B"
"2021-03-17T19:14:09.6761887Z","V",93.62,100,"["" ""]",56399133496639,"B"
"2021-03-17T19:14:09.756115Z","Y",93.62,50,"["" "",""I""]",52983525238377,"B"
"2021-03-17T19:14:09.756115Z","Y",93.61,50,"["" "",""I""]",52983525238378,"B"
"2021-03-17T19:14:09.767Z","D",93.62,75,"["" "",""I""]",71692771674447,"B"
"2021-03-17T19:14:09.767Z","D",93.6,25,"["" "",""I""]",71692771674448,"B"
"2021-03-17T19:14:09.770322Z","Y",93.6,75,"["" "",""I""]",52983525238380,"B"
"2021-03-17T19:14:09.770322Z","Y",93.61,25,"["" "",""I""]",52983525238379,"B"
"2021-03-17T19:14:09.851Z","D",93.61,75,"["" "",""I""]",71692771674710,"B"
"2021-03-17T19:14:09.851Z","D",93.6,100,"["" ""]",71692771674712,"B"
"2021-03-17T19:14:09.851Z","D",93.6,75,"["" "",""I""]",71692771674711,"B"
"2021-03-17T19:14:09.851432192Z","N",93.61,100,"["" ""]",52983526279752,"B"
"2021-03-17T19:14:09.870564352Z","N",93.61,92,"["" "",""I""]",52983526279753,"B"
"2021-03-17T19:14:09.956917Z","Y",93.61,75,"["" "",""I""]",52983525238381,"B"
"2021-03-17T19:14:09.965105Z","J",93.61,40,"["" "",""F"",""I""]",52983525225788,"B"
"2021-03-17T19:14:09.965105Z","J",93.6,18,"["" "",""F"",""I""]",52983525225789,"B"
"2021-03-17T19:14:12.09Z","D",93.6101,445,"["" ""]",71692771739713,"B"
"2021-03-17T19:14:24.012Z","D",93.59,1,"["" "",""I""]",71692772065604,"B"
"2021-03-17T19:14:26.372Z","D",93.685,1,"["" "",""I""]",71692772069944,"B"
"2021-03-17T19:14:31.473Z","D",93.7799,2,"["" "",""I""]",71692772193328,"B"
"2021-03-17T19:14:36.62Z","D",93.59,1,"["" "",""I""]",71692772268375,"B"
"2021-03-17T19:14:36.739Z","D",93.5919,1,"["" "",""I""]",71692772265810,"B"
"2021-03-17T19:14:39.38269Z","Z",93.63,75,"["" "",""I""]",52983525762426,"B"
"2021-03-17T19:14:39.42921984Z","P",93.63,20,"["" "",""I""]",52983543252804,"B"
"2021-03-17T19:14:40.168Z","D",93.6001,150,"["" ""]",71692772790338,"B"
"2021-03-17T19:14:47.756Z","D",93.7781,5,"["" "",""I""]",79372477680202,"B"
"2021-03-17T19:14:48.308Z","D",93.685,1,"["" "",""I""]",71692772988724,"B"
"2021-03-17T19:14:55.744Z","D",93.6301,450,"["" ""]",71692773177145,"B"
"2021-03-17T19:15:03.609104Z","Y",93.75,5,"["" "",""F"",""I""]",52983525238847,"B"
"2021-03-17T19:15:03.609104Z","Y",93.77,45,"["" "",""F"",""I""]",52983525238849,"B"
"2021-03-17T19:15:03.609104Z","Y",93.76,50,"["" "",""F"",""I""]",52983525238848,"B"
"2021-03-17T19:15:03.609201Z","Y",93.77,3,"["" "",""F"",""I""]",52983525238850,"B"
"2021-03-17T19:15:03.609215Z","Y",93.77,52,"["" "",""F"",""I""]",52983525238851,"B"
"2021-03-17T19:15:04.094734Z","K",93.78,29,"["" "",""F"",""I""]",52983525892674,"B"
"2021-03-17T19:15:04.094886202Z","T",93.79,100,"["" "",""F""]",62879989262948,"B"
"2021-03-17T19:15:04.094886202Z","T",93.79,100,"["" "",""F""]",62879989262947,"B"
"2021-03-17T19:15:04.09518403Z","V",93.725,100,"["" ""]",56403158853951,"B"
"2021-03-17T19:15:04.095194507Z","V",93.78,100,"["" ""]",56403158908485,"B"
"2021-03-17T19:15:04.095213951Z","V",93.78,3,"["" "",""I""]",56403158914927,"B"
"2021-03-17T19:15:04.095646Z","Z",93.8,177,"["" "",""F""]",52983525762937,"B"
"2021-03-17T19:15:04.095646Z","Z",93.8,100,"["" "",""F""]",52983525762938,"B"
"2021-03-17T19:15:05.683Z","D",93.745,1,"["" "",""I""]",71692773446742,"B"
"2021-03-17T19:15:05.734Z","D",93.745,1,"["" "",""I""]",71692773447987,"B"
"2021-03-17T19:15:09.853Z","D",93.74,15,"["" "",""I""]",79372477805125,"B"
"2021-03-17T19:15:14.163Z","D",93.735,1,"["" "",""I""]",71692773644599,"B"
"2021-03-17T19:15:14.973Z","D",93.7896,5,"["" "",""I""]",71692773700930,"B"
"2021-03-17T19:15:16.289503744Z","P",93.8,1,"["" "",""F"",""I""]",52983543253834,"B"
"2021-03-17T19:15:16.332Z","D",93.8,1,"["" "",""I""]",71692773707825,"B"
"2021-03-17T19:15:16.486Z","D",93.6904,1,"["" "",""I""]",71692773706583,"B"
"2021-03-17T19:15:16.759Z","D",93.6601,200,"["" ""]",79372477810745,"B"
"2021-03-17T19:15:24.539Z","D",93.745,10,"["" "",""I""]",71692773840944,"B"
"2021-03-17T19:15:26.787699Z","J",93.79,19,"["" "",""I""]",52983525226064,"B"
"2021-03-17T19:15:28.331Z","D",93.745,50,"["" "",""I""]",71692773963315,"B"
"2021-03-17T19:15:30.964Z","D",93.798,50,"["" "",""I""]",71692774027865,"B"
"2021-03-17T19:15:31.961Z","D",93.81,25,"["" "",""I""]",79372477875271,"B"
"2021-03-17T19:15:34.278Z","D",93.6931,50,"["" "",""I""]",79372477876533,"B"
"2021-03-17T19:15:37.348Z","D",93.7912,1,"["" "",""I""]",71692774102610,"B"
"2021-03-17T19:15:37.964776192Z","P",93.77,2,"["" "",""I""]",52983543254099,"B"
"2021-03-17T19:15:43.227Z","D",93.69,22,"["" "",""I""]",71692774229830,"B"
"2021-03-17T19:15:44.561Z","D",93.745,100,"["" ""]",71692774233908,"B"
"2021-03-17T19:15:48.732Z","D",93.745,100,"["" ""]",71692774355272,"B"
"2021-03-17T19:15:51.363Z","D",93.745,1,"["" "",""I""]",71692774364504,"B"
"2021-03-17T19:15:51.410605Z","K",93.79,5,"["" "",""F"",""I""]",52983525893226,"B"
"2021-03-17T19:15:53.179704064Z","P",93.74,50,"["" "",""I""]",52983543254354,"B"
"2021-03-17T19:15:53.179756544Z","P",93.74,36,"["" "",""F"",""I""]",52983543254355,"B"
"2021-03-17T19:15:53.179915Z","Z",93.74,36,"["" "",""F"",""I""]",52983525763671,"B"
"2021-03-17T19:15:53.180011927Z","T",93.74,36,"["" "",""F"",""I""]",62880002424424,"B"
"2021-03-17T19:15:53.180015Z","K",93.74,36,"["" "",""F"",""I""]",52983525893236,"B"
"2021-03-17T19:15:53.180197632Z","P",93.74,14,"["" "",""F"",""I""]",52983543254356,"B"
"2021-03-17T19:15:53.180231653Z","T",93.74,36,"["" "",""F"",""I""]",62880002424426,"B"
"2021-03-17T19:15:53.180270903Z","T",93.74,28,"["" "",""F"",""I""]",62880002424427,"B"
"2021-03-17T19:15:53.180284Z","K",93.74,36,"["" "",""F"",""I""]",52983525893237,"B"
"2021-03-17T19:15:53.180291Z","Z",93.74,35,"["" "",""F"",""I""]",52983525763672,"B"
"2021-03-17T19:15:53.643Z","D",93.745,100,"["" ""]",71692774427221,"B"
"2021-03-17T19:16:01.676243456Z","P",93.69,100,"["" "",""F""]",52983543254609,"B"
"2021-03-17T19:16:01.68378752Z","P",93.66,6,"["" "",""F"",""I""]",52983543254832,"B"
"2021-03-17T19:16:01.684038222Z","U",93.68,5,"["" "",""I""]",53151565898055,"B"
"2021-03-17T19:16:01.684938496Z","P",93.66,6,"["" "",""F"",""I""]",52983543254833,"B"
"2021-03-17T19:16:01.685023744Z","P",93.66,8,"["" "",""I""]",52983543254834,"B"
"2021-03-17T19:16:01.759Z","D",93.69,100,"["" ""]",71692788581701,"B"
"2021-03-17T19:16:01.806Z","D",93.69,36,"["" "",""I""]",71692788581709,"B"
"2021-03-17T19:16:01.83Z","D",93.665,100,"["" ""]",71692788581938,"B"
"2021-03-17T19:16:01.942790754Z","V",93.63,100,"["" ""]",56407167940192,"B"
"2021-03-17T19:16:02.039383498Z","X",93.63,100,"["" "",""F""]",62879164224834,"B"
"2021-03-17T19:16:02.76Z","D",93.78,3,"["" "",""I""]",71692788585285,"B"
"2021-03-17T19:16:02.917Z","D",93.73,5,"["" "",""I""]",71692788585784,"B"
"2021-03-17T19:16:03.502910185Z","T",93.65,4,"["" "",""I""]",62880002564718,"B"
"2021-03-17T19:16:03.811Z","D",93.725,20,"["" "",""I""]",71692788643140,"B"
"2021-03-17T19:16:05.391433Z","K",93.735,100,"["" ""]",52983525893475,"B"
"2021-03-17T19:16:07.585Z","D",93.75,1,"["" "",""I""]",71692788715095,"B"
"2021-03-17T19:16:16.011430394Z","T",93.745,100,"["" ""]",62880002693436,"B"
"2021-03-17T19:16:18.484Z","D",93.7843,10,"["" "",""I""]",71692788911695,"B"
"2021-03-17T19:16:20.448936Z","Z",93.79,75,"["" "",""I""]",52983525763961,"B"
"2021-03-17T19:16:20.448936Z","Z",93.79,25,"["" "",""I""]",52983525763962,"B"
"2021-03-17T19:16:20.448960795Z","B",93.79,25,"["" "",""I""]",62879166064995,"B"
"2021-03-17T19:16:20.448960795Z","B",93.79,75,"["" "",""I""]",62879166064994,"B"
"2021-03-17T19:16:20.449014Z","J",93.76,44,"["" "",""I""]",52983525226296,"B"
"2021-03-17T19:16:20.449014Z","J",93.76,16,"["" "",""I""]",52983525226297,"B"
"2021-03-17T19:16:20.449014Z","J",93.76,40,"["" "",""I""]",52983525226295,"B"
"2021-03-17T19:16:20.449024768Z","N",93.76,100,"["" ""]",52983526280788,"B"
"2021-03-17T19:16:20.449086Z","Y",93.79,75,"["" "",""I""]",52983525239133,"B"
"2021-03-17T19:16:20.449086Z","Y",93.79,25,"["" "",""I""]",52983525239134,"B"
"2021-03-17T19:16:20.597Z","D",93.6901,2,"["" "",""I""]",71692788971847,"B"
"2021-03-17T19:16:22.559Z","D",93.74,1,"["" "",""I""]",71692788978770,"B"
"2021-03-17T19:16:23.721Z","D",93.782,1,"["" "",""I""]",71692789035603,"B"
"2021-03-17T19:16:25.142516Z","Y",93.76,10,"["" "",""I""]",52983525239139,"B"
"2021-03-17T19:16:28.688262Z","Z",93.7,100,"["" ""]",52983525764161,"B"
"2021-03-17T19:16:28.810808Z","Z",93.69,100,"["" "",""F""]",52983525764162,"B"
"2021-03-17T19:16:34.601289728Z","N",93.8,6,"["" "",""F"",""I""]",52983526281027,"B"
"2021-03-17T19:16:34.677Z","D",93.77,100,"["" ""]",71692789694798,"B"
"2021-03-17T19:16:36.068Z","D",93.8086,10,"["" "",""I""]",71692789699127,"B"
"2021-03-17T19:16:37.121Z","D",93.7557,7,"["" "",""I""]",71692789755983,"B"
"2021-03-17T19:16:41.556Z","D",93.77,5,"["" "",""I""]",71692789823308,"B"
"2021-03-17T19:16:41.807577344Z","P",93.75,1,"["" "",""I""]",52983543255111,"B"
"2021-03-17T19:16:42.27357184Z","P",93.73,100,"["" "",""F""]",52983543255116,"B"
"2021-03-17T19:16:46.102Z","D",93.735,1,"["" "",""I""]",71692789893462,"B"
"2021-03-17T19:16:46.166Z","D",93.7237,4,"["" "",""I""]",79372492098118,"B"
"2021-03-17T19:16:46.484Z","D",93.7,300,"["" ""]",79372492098135,"B"
"2021-03-17T19:16:47.256142592Z","P",93.72,18,"["" "",""F"",""I""]",52983543255346,"B"
"2021-03-17T19:16:47.256158976Z","P",93.72,2,"["" "",""F"",""I""]",52983543255347,"B"
"2021-03-17T19:16:48.799Z","D",93.8,1,"["" "",""I""]",79372492099402,"B"
"2021-03-17T19:16:50.037249Z","K",93.75,13,"["" "",""F"",""I""]",52983525893973,"B"
"2021-03-17T19:16:50.173156Z","Z",93.72,100,"["" "",""F""]",52983525764420,"B"
"2021-03-17T19:16:52.153Z","D",93.755,1,"["" "",""I""]",71692790019161,"B"
"2021-03-17T19:16:53.186Z","D",93.755,50,"["" "",""I""]",79372492101973,"B"
"2021-03-17T19:16:55.285379Z","Z",93.72,100,"["" "",""F""]",52983525764434,"B"
"2021-03-17T19:17:03.755284Z","Z",93.7,100,"["" ""]",52983525764465,"B"
"2021-03-17T19:17:03.870328576Z","P",93.7,50,"["" "",""I""]",52983543255375,"B"
"2021-03-17T19:17:03.870328576Z","P",93.7,50,"["" "",""I""]",52983543255374,"B"
"2021-03-17T19:17:03.959819Z","K",93.7,5,"["" "",""F"",""I""]",52983525894239,"B"
"2021-03-17T19:17:08.531Z","D",93.791,50,"["" "",""I""]",71692790347863,"B"
"2021-03-17T19:17:14.541968384Z","P",93.8,100,"["" "",""F""]",52983543255607,"B"
"2021-03-17T19:17:14.542Z","D",93.7775,100,"["" ""]",71692790422094,"B"
"2021-03-17T19:17:14.542214266Z","B",93.81,100,"["" "",""F""]",62879166121045,"B"
"2021-03-17T19:17:14.542215903Z","T",93.81,86,"["" "",""F"",""I""]",62880003221307,"B"
"2021-03-17T19:17:14.542215903Z","T",93.81,100,"["" "",""F""]",62880003221306,"B"
"2021-03-17T19:17:14.542280691Z","T",93.81,14,"["" "",""F"",""I""]",62880003221308,"B"
"2021-03-17T19:17:14.54230096Z","X",93.81,100,"["" "",""F""]",62879164231217,"B"
"2021-03-17T19:17:14.542355Z","Z",93.81,34,"["" "",""F"",""I""]",52983525764667,"B"
"2021-03-17T19:17:14.542374Z","Z",93.81,66,"["" "",""F"",""I""]",52983525764668,"B"
"2021-03-17T19:17:14.5633216Z","P",93.82,6,"["" "",""F"",""I""]",52983543255618,"B"
"2021-03-17T19:17:14.563368704Z","P",93.82,94,"["" "",""I""]",52983543255619,"B"
"2021-03-17T19:17:18.506519Z","Z",93.8,5,"["" "",""I""]",52983525764686,"B"
"2021-03-17T19:17:26.908Z","D",93.95,1,"["" "",""I""]",71692790681926,"B"
"2021-03-17T19:17:32.119Z","D",93.82,6,"["" "",""I""]",71692790809670,"B"
"2021-03-17T19:17:35.235053595Z","T",93.81,100,"["" ""]",62880003535207,"B"
"2021-03-17T19:17:46.956Z","D",93.805,100,"["" ""]",71692791077202,"B"
"2021-03-17T19:17:46.956668Z","Z",93.8,200,"["" "",""F""]",52983525764965,"B"
"2021-03-17T19:17:46.958153472Z","P",93.76,50,"["" "",""I""]",52983543256141,"B"
"2021-03-17T19:17:46.958809344Z","P",93.75,50,"["" "",""I""]",52983543256142,"B"
"2021-03-17T19:17:46.958809344Z","P",93.74,10,"["" "",""I""]",52983543256143,"B"
"2021-03-17T19:17:49.007Z","D",93.865,100,"["" ""]",79372492355159,"B"
"2021-03-17T19:17:54.759938842Z","T",93.8,100,"["" ""]",62880003675455,"B"
"2021-03-17T19:17:54.759938842Z","T",93.81,100,"["" ""]",62880003675454,"B"
"2021-03-17T19:17:55.301Z","D",93.8,20,"["" "",""I""]",71692805224778,"B"
"2021-03-17T19:17:55.304367Z","Y",93.81,75,"["" "",""I""]",52983525239602,"B"
"2021-03-17T19:17:55.304367Z","Y",93.81,25,"["" "",""I""]",52983525239603,"B"
"2021-03-17T19:17:55.382802Z","Y",93.81,50,"["" "",""I""]",52983525239604,"B"
"2021-03-17T19:17:55.409Z","D",93.81,67,"["" "",""I""]",71692805226825,"B"
"2021-03-17T19:17:55.409Z","D",93.81,75,"["" "",""I""]",71692805226826,"B"
"2021-03-17T19:17:55.501Z","D",93.805,40,"["" "",""I""]",71692805227073,"B"
"2021-03-17T19:17:55.501205Z","K",93.8,100,"["" "",""F""]",52983525894754,"B"
"2021-03-17T19:17:55.501344Z","J",93.82,40,"["" "",""I""]",52983525226568,"B"
"2021-03-17T19:17:55.501344Z","J",93.81,40,"["" "",""I""]",52983525226569,"B"
"2021-03-17T19:17:55.501354Z","Y",93.81,65,"["" "",""I""]",52983525239605,"B"
"2021-03-17T19:17:55.501369Z","Z",93.81,100,"["" ""]",52983525764979,"B"
"2021-03-17T19:17:55.501412608Z","P",93.82,50,"["" "",""I""]",52983543256376,"B"
"2021-03-17T19:17:55.501412608Z","P",93.81,50,"["" "",""I""]",52983543256377,"B"
"2021-03-17T19:17:55.501422848Z","N",93.81,100,"["" ""]",52983526281298,"B"
"2021-03-17T19:17:58.776Z","D",93.845,6,"["" "",""I""]",71692805289808,"B"
"2021-03-17T19:18:08.077Z","D",93.8393,21,"["" "",""I""]",79372492423497,"B"
"2021-03-17T19:18:08.112Z","D",93.858,6,"["" "",""I""]",79372492423501,"B"
"2021-03-17T19:18:08.427Z","D",93.88,9,"["" "",""I""]",79372492423729,"B"
"2021-03-17T19:18:09.144763858Z","B",93.719,20,"["" "",""I""]",62879166130229,"B"
"2021-03-17T19:18:09.63Z","D",93.858,2,"["" "",""I""]",71692805559347,"B"
"2021-03-17T19:18:09.711737352Z","B",93.719,15,"["" "",""I""]",62879166130256,"B"
"2021-03-17T19:18:17.544Z","D",93.7587,22,"["" "",""I""]",79372492428344,"B"
"2021-03-17T19:18:21.144Z","D",93.8396,1,"["" "",""I""]",71692805818673,"B"
"2021-03-17T19:18:23.505173504Z","P",93.72,3,"["" "",""I""]",52983543256647,"B"
"2021-03-17T19:18:24.799Z","D",93.8301,300,"["" "",""4"",""B""]",71692806342193,"B"
"2021-03-17T19:18:24.803Z","D",93.8301,200,"["" "",""4"",""B""]",71692806342197,"B"
"2021-03-17T19:18:25.674Z","D",93.71,75,"["" "",""I""]",71692806345264,"B"
"2021-03-17T19:18:25.674895872Z","P",93.71,100,"["" "",""F""]",52983543256651,"B"
"2021-03-17T19:18:25.674895872Z","P",93.71,100,"["" "",""F""]",52983543256652,"B"
"2021-03-17T19:18:25.675Z","D",93.71,20,"["" "",""I""]",71692806345265,"B"
"2021-03-17T19:18:34.026Z","D",93.758,2,"["" "",""I""]",71692806542933,"B"
"2021-03-17T19:18:43.878Z","D",93.685,100,"["" ""]",71692806738761,"B"
"2021-03-17T19:18:46.851Z","D",93.685,5,"["" "",""I""]",71692806803027,"B"
"2021-03-17T19:18:47.932939386Z","T",93.63,100,"["" ""]",62880004387647,"B"
"2021-03-17T19:18:47.933Z","D",93.615,100,"["" ""]",71692806861382,"B"
"2021-03-17T19:18:47.956167936Z","P",93.6,100,"["" "",""F""]",52983543312718,"B"
"2021-03-17T19:18:47.956167936Z","P",93.6,20,"["" "",""F"",""I""]",52983543312719,"B"
"2021-03-17T19:18:55.49534Z","Z",93.6,250,"["" ""]",52983525765960,"B"
"2021-03-17T19:18:55.495591Z","Z",93.56,61,"["" "",""F"",""I""]",52983525765962,"B"
"2021-03-17T19:18:55.495591Z","Z",93.6,70,"["" "",""F"",""I""]",52983525765961,"B"
